id,plateforme,genre,annee,mois,duree_min,pays_origine,abonnes_chaine,vues,likes,commentaires,taux_retention,score_critique,tendance
3860,YouTube,Romance,2023,9,18,USA,3664,2371,34,38,64.6,5.4,0
3861,YouTube,Animation,2017,3,31,Canada,109224,84081,15759,189,82.5,9.3,1
3862,YouTube,Drame,2022,5,43,USA,72003,1980,562,16,70.3,6.3,0
3863,YouTube,Animation,2023,9,14,USA,4768,10870,810,116,53.2,6.3,0
3864,YouTube,Animation,2022,12,46,France,33777,129,10,2,74.8,8.0,0
3865,YouTube,Documentaire,2022,7,36,France,4724,144,25,2,71.3,8.8,0
3866,YouTube,Romance,2015,4,39,UK,890,55415,4468,952,62.5,5.7,0
3867,YouTube,Horreur,2018,9,28,Canada,6671,11825,1928,0,60.3,7.4,0
3868,YouTube,Drame,2021,9,56,France,19917,2087,218,4,95.0,7.4,0
3869,YouTube,Documentaire,2020,8,46,Allemagne,62493,351376,19973,1475,89.8,6.2,1
3870,YouTube,Action,2015,1,13,USA,29701,342247,27105,2645,82.8,5.9,1
3871,YouTube,Comedie,2020,9,34,USA,135313,8936,1359,260,93.6,5.6,0
3872,YouTube,Horreur,2022,1,54,Allemagne,3095,100,12,0,52.9,8.1,0
3873,YouTube,SF,2022,11,18,Allemagne,10369,2255,204,13,75.5,6.9,0
3874,YouTube,Animation,2018,11,33,USA,590505,371,88,2,48.9,6.6,0
3875,YouTube,Animation,2017,7,46,France,463,3728,575,14,53.5,5.4,0
3876,YouTube,Animation,2017,8,18,France,8920,286,32,1,51.2,8.1,0
3877,YouTube,Drame,2017,1,32,France,2583,149,12,1,93.7,7.0,0
3878,YouTube,Comedie,2018,11,34,Canada,14901,100,5,1,52.8,5.2,0
3879,YouTube,Action,2017,4,13,USA,9238,4528,493,13,40.4,6.0,0
3880,YouTube,Horreur,2019,4,13,UK,73446,100,2,1,82.1,7.6,0
3881,YouTube,Drame,2015,9,35,France,36718,1338,331,4,42.0,3.9,0
3882,YouTube,Romance,2017,12,13,USA,1617,16915,2060,425,37.1,6.4,0
3883,YouTube,SF,2017,6,57,USA,6793,490,118,2,66.1,7.8,0
3884,YouTube,Comedie,2016,7,32,USA,22021,197,39,5,69.5,6.9,0
3885,YouTube,SF,2022,7,43,USA,96641,2515,87,17,85.8,7.6,0
3886,YouTube,Action,2021,4,25,Espagne,2858800,375,43,2,57.0,3.4,0
3887,YouTube,Comedie,2023,8,20,Allemagne,89822,4741,101,20,81.5,4.5,0
3888,YouTube,Comedie,2020,12,30,UK,2907,225,19,1,78.6,7.8,0
3889,YouTube,Horreur,2015,5,43,France,18257,2295,113,20,68.6,7.1,0
3890,YouTube,Romance,2023,10,25,Allemagne,31632,1253,40,18,95.0,6.1,0
3891,YouTube,Biopic,2019,10,19,Allemagne,7794,2896,250,25,58.1,6.9,0
3892,YouTube,SF,2021,11,11,Allemagne,56416,177704,10834,1851,86.6,7.4,1
3893,YouTube,Drame,2018,9,33,USA,234,4912,169,30,33.7,5.8,0
3894,YouTube,Animation,2019,12,41,France,66589,10520,2546,48,75.1,5.5,0
3895,YouTube,Biopic,2019,9,33,Canada,8494,625,63,8,80.0,4.5,0
3896,YouTube,Romance,2017,12,17,USA,17687,5208,742,40,50.6,8.7,0
3897,YouTube,Action,2019,9,17,USA,413100,1499,22,0,48.5,6.6,0
3898,YouTube,Thriller,2021,11,24,USA,1766,3210,130,5,90.3,8.8,0
3899,YouTube,Biopic,2015,11,22,USA,38003,15098,2050,169,78.4,4.5,0
3900,YouTube,Romance,2016,12,14,USA,107779,853,94,11,72.7,6.7,0
3901,YouTube,Biopic,2022,8,56,UK,30966,1102,104,17,88.6,4.7,0
3902,YouTube,Romance,2020,9,21,UK,872,883,28,4,44.5,9.1,0
3903,YouTube,Action,2023,12,17,USA,328007,841,29,9,77.9,10.0,0
3904,YouTube,Horreur,2020,5,37,France,14433,4596,239,157,63.3,8.4,0
3905,YouTube,Documentaire,2020,2,48,Espagne,7668,1199,240,30,54.1,4.8,0
3906,YouTube,Documentaire,2023,11,29,USA,11837,126107,10012,1640,13.3,4.8,1
3907,YouTube,Biopic,2020,8,41,USA,10256,2416683,184902,3068,58.6,6.4,1
3908,YouTube,Comedie,2017,6,8,USA,2037,720,108,4,39.7,6.7,0
3909,YouTube,Biopic,2019,9,33,USA,30635,6216,185,317,88.6,7.3,0
3910,YouTube,Drame,2017,1,6,UK,6671,39935,1874,553,57.5,7.2,0
3911,YouTube,Biopic,2018,6,10,France,84269,1533,66,5,90.1,6.5,0
3912,YouTube,Comedie,2021,4,36,Allemagne,62018,248,37,3,45.8,6.2,0
3913,YouTube,Romance,2016,4,14,France,568831,229907,31655,595,64.6,5.3,1
3914,YouTube,Documentaire,2021,12,5,Espagne,14425,16570,938,70,56.6,7.5,0
3915,YouTube,Action,2020,7,13,UK,4418,6612,510,33,89.3,2.9,0
3916,YouTube,Action,2017,2,47,France,1165,112005,26137,479,85.2,6.6,1
3917,YouTube,Horreur,2015,5,36,USA,1770348,20446,2282,99,31.4,6.8,0
3918,YouTube,Action,2021,3,24,USA,82802,2644,300,18,83.1,6.2,0
3919,YouTube,Animation,2022,11,58,Espagne,5514,259,16,0,94.8,7.7,0
3920,YouTube,Biopic,2021,4,24,Canada,651029,868,21,1,70.1,8.0,0
3921,YouTube,Animation,2018,5,53,USA,331812,60600,5107,235,39.1,6.8,0
3922,YouTube,SF,2020,5,22,USA,1476,16402,1538,139,70.3,10.0,0
3923,YouTube,SF,2018,3,4,Espagne,4880,1869,156,17,77.2,5.5,0
3924,YouTube,Animation,2018,10,9,UK,16904,246818,50747,1762,70.5,5.8,1
3925,YouTube,Romance,2017,7,18,USA,2591,2012,407,14,94.9,5.9,0
3926,YouTube,Romance,2016,6,13,USA,18157,35199,1591,147,45.7,8.2,0
3927,YouTube,Comedie,2023,5,11,USA,91484,5167,32,72,79.7,7.0,0
3928,YouTube,Animation,2020,9,24,UK,1413,374138,10233,10257,80.4,3.6,1
3929,YouTube,Documentaire,2016,2,58,USA,39576,19586,376,48,65.0,6.0,0
3930,YouTube,Documentaire,2022,12,14,Canada,227976,3345,169,40,71.0,5.6,0
3931,YouTube,Action,2016,7,16,USA,49042,1906,58,12,72.0,9.0,0
3932,YouTube,Documentaire,2020,3,59,USA,18934,2868,538,8,45.6,5.3,0
3933,YouTube,Documentaire,2016,7,14,USA,5789,486,57,5,63.1,6.5,0
3934,YouTube,Comedie,2018,11,50,Canada,116039,100,8,3,50.0,4.1,0
3935,YouTube,Horreur,2020,3,38,USA,2092,6450,1147,3,41.2,6.7,0
3936,YouTube,Romance,2023,7,55,Allemagne,35795,785,70,13,81.8,9.3,0
3937,YouTube,SF,2023,8,34,USA,23179,780,11,1,53.7,5.3,0
3938,YouTube,Documentaire,2023,10,36,UK,209236,2387,228,22,87.3,7.9,0
3939,YouTube,Romance,2017,7,15,Allemagne,6867,3396,498,62,68.5,6.2,0
3940,YouTube,Romance,2015,9,35,Canada,8139,3036,171,79,58.3,6.5,0
3941,YouTube,Thriller,2023,10,41,USA,1837,229977,21730,3278,37.8,7.4,1
3942,YouTube,Biopic,2023,11,59,UK,52815,15614,2753,129,73.2,4.6,0
3943,YouTube,Biopic,2017,5,8,France,9436,579278,47897,3080,80.0,5.3,1
3944,YouTube,Comedie,2015,9,11,France,3927,994,187,14,87.6,5.1,0
3945,YouTube,Documentaire,2020,3,4,Canada,4752,21148,4500,107,69.6,9.0,0
3946,YouTube,Action,2015,11,48,Canada,64486,1143,147,14,27.1,8.1,0
3947,YouTube,Thriller,2015,12,7,France,2426,733,10,4,87.8,8.0,0
3948,YouTube,Biopic,2023,4,55,Espagne,2897,636574,28228,14725,39.1,8.0,1
3949,YouTube,Comedie,2019,7,23,USA,132286,436,54,1,46.5,7.7,0
3950,YouTube,Thriller,2016,10,19,Allemagne,15799,100,5,0,56.6,4.1,0
3951,YouTube,Drame,2020,1,58,Canada,148879,507,8,23,68.6,5.6,0
3952,YouTube,Documentaire,2018,9,44,Allemagne,10735,100,2,3,88.9,6.2,0
3953,YouTube,SF,2019,10,34,Canada,21976,276,38,3,46.2,6.7,0
3954,YouTube,Romance,2023,11,53,Espagne,30109,348,51,3,79.9,5.0,0
3955,YouTube,Biopic,2017,3,46,UK,353123,3255,60,1,40.5,4.4,0
3956,YouTube,Romance,2020,10,39,France,300062,100,5,1,55.0,4.9,0
3957,YouTube,Documentaire,2022,10,21,USA,221122,59271,2740,447,93.7,5.4,0
3958,YouTube,Action,2018,1,59,Canada,6262,100,9,1,58.4,5.9,0
3959,YouTube,Drame,2023,9,44,France,3060,2165,45,8,84.2,7.1,0
3960,YouTube,Biopic,2019,8,56,Allemagne,100869,1325,264,60,74.2,6.3,0
3961,YouTube,Horreur,2019,12,58,France,345766,23467,1149,65,78.0,8.3,0
3962,YouTube,Animation,2022,1,34,Allemagne,225401,7178,634,0,94.2,7.4,0
3963,YouTube,Thriller,2020,12,23,USA,22608,57941,9272,727,55.4,6.0,0
3964,YouTube,Comedie,2022,7,56,Canada,94430,1207,131,25,69.3,7.2,0
3965,YouTube,Horreur,2022,4,59,Espagne,97809,932,90,30,57.2,6.3,0
3966,YouTube,Documentaire,2021,5,9,USA,29669,8366,1260,89,75.3,5.6,0
3967,YouTube,Drame,2017,10,39,UK,32362,39065,814,141,95.0,6.6,0
3968,YouTube,Romance,2018,12,37,France,26806,23451,287,139,37.8,7.1,0
3969,YouTube,Animation,2022,4,45,Canada,4554,6664,642,29,56.9,8.0,0
3970,YouTube,SF,2020,12,58,Canada,5585,5332,753,64,49.1,9.8,0
3971,YouTube,Biopic,2017,8,17,France,5415,2722,389,5,87.4,8.4,0
3972,YouTube,Comedie,2017,3,58,France,899,8306,1052,17,87.6,5.0,0
3973,YouTube,Drame,2021,8,39,USA,29311,482789,46755,695,70.2,4.1,1
3974,YouTube,Action,2016,10,7,France,20309,1625,361,23,84.6,8.4,0
3975,YouTube,Animation,2016,1,32,Canada,101106,1198,106,4,81.6,6.3,0
3976,YouTube,Animation,2021,1,10,France,274151,989,110,2,78.2,5.4,0
3977,YouTube,Biopic,2017,1,57,Espagne,311323,7890,1380,169,50.4,8.9,0
3978,YouTube,Romance,2021,7,46,Espagne,375844,100,16,3,90.7,6.2,0
3979,YouTube,Comedie,2019,1,54,Allemagne,4845,2126,104,62,94.9,6.3,0
3980,YouTube,SF,2023,12,37,USA,1256,26946,3783,516,66.8,5.5,0
3981,YouTube,Action,2019,2,25,France,141702,799,69,5,64.9,3.4,0
3982,YouTube,Animation,2022,1,27,Canada,349502,4754,73,8,44.2,5.1,0
3983,YouTube,Animation,2022,4,56,UK,494837,581483,50648,4302,57.6,5.5,1
3984,YouTube,Horreur,2016,10,11,Espagne,58104,6829,532,83,90.2,4.0,0
3985,YouTube,Thriller,2023,11,53,USA,406,100,4,1,85.8,6.6,0
3986,YouTube,Thriller,2021,4,27,France,45762,100,8,1,73.0,6.9,0
3987,YouTube,Action,2015,7,36,Espagne,66895,1591,122,3,86.8,7.9,0
3988,YouTube,SF,2015,10,41,Canada,269453,399,13,8,53.8,5.4,0
3989,YouTube,SF,2017,10,7,France,384330,3860,216,20,81.9,3.7,0
3990,YouTube,Documentaire,2015,2,11,UK,135844,1427,36,2,82.6,6.0,0
3991,YouTube,Documentaire,2018,11,12,France,6805,55004,5230,76,68.7,4.6,0
3992,YouTube,Comedie,2023,11,47,USA,2812,194,9,0,88.0,6.5,0
3993,YouTube,Drame,2019,9,7,USA,64082,1774,161,0,83.2,7.8,0
3994,YouTube,Romance,2015,7,37,USA,4515,5131,86,30,86.4,5.7,0
3995,YouTube,Thriller,2019,5,9,France,420952,6994,565,9,72.8,6.4,0
3996,YouTube,Action,2016,11,46,France,728,4302,511,38,58.3,3.4,0
3997,YouTube,Horreur,2022,11,58,USA,68444,100,4,1,54.6,5.9,0
3998,YouTube,Documentaire,2015,7,26,France,41733,3671,379,295,79.3,8.9,0
3999,YouTube,Romance,2021,9,15,USA,14566,2044,80,27,41.8,7.3,0
4000,YouTube,Thriller,2019,5,28,USA,3462,25855,3673,160,88.0,5.3,0
4001,YouTube,Horreur,2015,9,42,UK,356,18168,6223,359,83.0,4.8,0
4002,YouTube,Action,2021,2,44,UK,7609,5443,403,49,95.0,6.5,0
4003,YouTube,SF,2019,11,39,France,7881,6521,1060,38,54.3,7.3,0
4004,YouTube,Horreur,2021,7,36,France,203510,87636,5011,399,83.4,5.3,1
4005,YouTube,Biopic,2020,8,38,Canada,4602,52877,5892,968,55.2,6.2,0
4006,YouTube,Drame,2022,3,15,Allemagne,54477,5933,420,10,65.7,3.6,0
4007,YouTube,Animation,2019,7,14,Espagne,1661,636376,32551,13860,54.9,7.7,1
4008,YouTube,Comedie,2015,1,56,Espagne,57555,619,101,0,71.8,5.2,0
4009,YouTube,Comedie,2016,11,36,UK,250,153,22,2,70.2,7.5,0
4010,YouTube,Thriller,2019,9,52,Allemagne,1455110,2901,617,5,66.0,7.0,0
4011,YouTube,Horreur,2018,6,38,USA,16611,1170,100,7,47.2,7.2,0
4012,YouTube,Animation,2022,11,28,Canada,100,100,4,2,40.0,6.1,0
4013,YouTube,SF,2018,10,35,Espagne,5242,583,77,1,95.0,9.0,0
4014,YouTube,Drame,2022,2,42,Canada,3822,7037,838,34,81.7,5.5,0
4015,YouTube,Comedie,2016,1,13,USA,5933,2578,143,26,74.7,9.0,0
4016,YouTube,Drame,2018,4,29,USA,10622,427,36,3,50.9,6.9,0
4017,YouTube,Comedie,2021,1,44,France,5853,3313,263,17,76.3,6.7,0
4018,YouTube,Comedie,2016,7,7,USA,4303,4054,260,37,75.7,6.2,0
4019,YouTube,Animation,2017,7,7,Canada,2170,17813,2838,48,93.9,6.7,0
4020,YouTube,Comedie,2021,7,12,UK,113957,599,101,3,77.8,6.5,0
4021,YouTube,Action,2020,1,36,France,243353,26493,3987,26,86.3,9.1,0
4022,YouTube,Romance,2022,12,16,UK,13238,195,10,1,49.2,4.7,0
4023,YouTube,Drame,2019,12,27,USA,21263,846,37,4,78.7,6.2,0
4024,YouTube,SF,2022,8,10,USA,2315,208455,2379,67,66.7,5.1,1
4025,YouTube,Comedie,2022,1,17,USA,25388,230,3,1,95.0,5.6,0
4026,YouTube,Drame,2023,5,4,USA,34889,574,26,13,89.3,6.5,0
4027,YouTube,SF,2016,9,49,UK,14202,129,11,0,87.0,8.8,0
4028,YouTube,Animation,2020,9,29,UK,48637,376,73,4,88.3,7.2,0
4029,YouTube,SF,2016,3,13,Canada,40840,4212,164,33,69.3,5.1,0
4030,YouTube,Romance,2017,10,32,USA,2675,17437,1613,75,53.1,6.1,0
4031,YouTube,Romance,2017,12,56,UK,239448,2845,510,15,81.1,8.2,0
4032,YouTube,Drame,2020,7,50,France,14540,1323,74,6,78.4,5.6,0
4033,YouTube,Drame,2018,5,53,USA,628532,133,5,0,66.9,6.7,0
4034,YouTube,SF,2022,7,26,USA,51064,484,27,9,44.4,7.1,0
4035,YouTube,Action,2017,1,23,UK,1134685,100,4,0,80.3,6.2,0
4036,YouTube,Animation,2020,7,21,Allemagne,231084,18795,3505,26,32.1,5.1,0
4037,YouTube,Animation,2021,1,20,USA,34695,22363,921,149,95.0,6.9,0
4038,YouTube,Thriller,2023,1,55,Canada,5186,2694,449,16,80.4,10.0,0
4039,YouTube,Thriller,2017,7,10,USA,5414,8987,664,44,42.2,5.8,0
4040,YouTube,Thriller,2021,7,51,USA,63963,26650,3135,105,76.6,5.7,0
4041,YouTube,Animation,2015,12,55,Canada,29326,3839,118,74,80.1,7.6,0
4042,YouTube,Documentaire,2019,7,51,UK,6781,97151,15294,993,58.0,10.0,1
4043,YouTube,Comedie,2018,12,38,Allemagne,116555,230,44,3,86.8,5.2,0
4044,YouTube,SF,2023,10,51,Canada,23802,1246,43,8,73.1,4.7,0
4045,YouTube,Action,2021,5,4,France,117950,925,146,1,68.2,7.7,0
4046,YouTube,SF,2023,12,49,Espagne,3130,15034,1191,42,73.4,7.7,0
4047,YouTube,Drame,2022,6,32,Espagne,162582,100,12,0,66.1,5.0,0
4048,YouTube,Thriller,2018,8,57,USA,59993,111294,1447,1533,29.0,6.1,1
4049,YouTube,SF,2021,2,7,France,241624,12142,866,34,70.8,4.8,0
4050,YouTube,Thriller,2015,3,56,USA,155571,236981,14724,212,58.0,5.9,1
4051,YouTube,Thriller,2020,7,35,Canada,18584,2693,106,32,69.6,6.1,0
4052,YouTube,Documentaire,2015,4,8,Espagne,15823,753,28,10,62.7,7.9,0
4053,YouTube,Horreur,2021,8,32,Canada,779230,15409,318,57,79.5,8.3,0
4054,YouTube,Action,2023,1,5,USA,12318,39199,8803,850,59.2,6.4,0
4055,YouTube,Thriller,2021,4,7,France,98407,499,40,1,56.3,8.8,0
4056,YouTube,Horreur,2022,8,33,USA,10272,100,18,0,85.0,7.9,0
4057,YouTube,Romance,2017,8,49,USA,531,100,13,1,93.1,4.5,0
4058,YouTube,Drame,2023,12,9,France,1891,5729,600,40,82.3,8.2,0
4059,YouTube,Romance,2019,11,17,France,49604,140150,16105,818,56.1,7.7,1
4060,YouTube,Comedie,2021,10,25,France,89524,115,10,1,59.3,9.4,0
4061,YouTube,Action,2021,1,33,France,49932,1508,245,9,60.0,6.9,0
4062,YouTube,Animation,2020,8,3,Canada,217923,1247,201,8,77.1,9.2,0
4063,YouTube,Romance,2017,3,39,USA,48171,362699,28410,3008,62.7,3.9,1
4064,YouTube,Documentaire,2020,4,31,USA,4672,844702,64787,3648,65.3,5.8,1
4065,YouTube,Thriller,2020,3,57,USA,72301,8613,635,7,57.3,3.5,0
4066,YouTube,Horreur,2022,6,20,Espagne,30921,28141,1391,20,19.5,6.0,0
4067,YouTube,SF,2019,2,31,Canada,6966,26252,1005,483,57.8,6.7,0
4068,YouTube,Documentaire,2019,7,7,UK,56672,121,1,0,58.1,6.5,0
4069,YouTube,Comedie,2019,2,55,UK,25815,17091,1011,317,79.8,7.9,0
4070,YouTube,Action,2016,7,50,UK,6568,232,13,2,56.9,10.0,0
4071,YouTube,Documentaire,2015,8,23,UK,15433,1941,200,64,66.3,6.0,0
4072,YouTube,Horreur,2015,3,29,USA,372180,51500,4430,1169,61.7,8.4,0
4073,YouTube,Biopic,2020,2,51,USA,348633,3649,276,29,72.4,7.6,0
4074,YouTube,Thriller,2018,10,19,USA,32089,46921,2933,293,48.6,7.1,0
4075,YouTube,Action,2022,9,16,USA,24699,76738,7708,501,29.3,7.8,0
4076,YouTube,Biopic,2021,4,16,France,1253,100,5,2,57.8,6.0,0
4077,YouTube,Animation,2016,11,43,USA,686066,100,3,2,78.7,8.1,0
4078,YouTube,Drame,2015,3,15,USA,175024,54460,3717,703,59.7,4.3,0
4079,YouTube,Documentaire,2018,12,8,USA,99101,60235,2879,284,45.3,6.7,0
4080,YouTube,Biopic,2023,2,12,USA,232,5661,502,111,36.7,6.0,0
4081,YouTube,Drame,2015,8,59,France,23905,7946,1931,63,89.1,10.0,0
4082,YouTube,Documentaire,2016,1,52,USA,17081,27795,1827,891,92.5,4.9,0
4083,YouTube,Documentaire,2015,3,57,USA,86303,26529,1973,184,58.6,7.2,0
4084,YouTube,Romance,2018,5,18,UK,8936,1393,39,11,26.2,8.4,0
4085,YouTube,Animation,2023,2,28,USA,13857,32520,6100,431,71.9,5.7,0
4086,YouTube,Drame,2021,6,30,France,76025,1253,121,15,55.0,6.6,0
4087,YouTube,Biopic,2019,3,32,France,4688,5480,561,230,34.1,5.7,0
4088,YouTube,Biopic,2016,2,4,USA,6987,4915,154,40,76.2,5.9,0
4089,YouTube,Biopic,2018,12,37,France,32423,347,8,2,93.2,9.0,0
4090,YouTube,Documentaire,2019,12,5,USA,320286,465,11,4,78.7,3.7,0
4091,YouTube,Action,2017,12,18,USA,110961,794344,27998,5541,75.2,6.9,1
4092,YouTube,Thriller,2021,2,19,Espagne,189246,320,35,2,63.5,3.4,0
4093,YouTube,SF,2023,5,41,UK,25000,7516,1826,37,60.3,7.9,0
4094,YouTube,Biopic,2016,4,54,France,438079,12701,2428,57,81.2,5.9,0
4095,YouTube,Romance,2017,4,42,USA,676,2603,223,41,51.8,3.9,0
4096,YouTube,Romance,2016,5,27,Canada,1257301,15974,471,642,92.1,6.3,0
4097,YouTube,Comedie,2021,7,32,France,1629066,6784,350,14,36.7,4.7,0
4098,YouTube,Documentaire,2019,6,32,Allemagne,54898,338,10,3,58.2,8.0,0
4099,YouTube,Thriller,2017,4,11,USA,116369,11407,1023,81,83.4,8.1,0
4100,YouTube,Action,2016,12,57,France,20414,763,64,1,76.4,4.8,0
4101,YouTube,Biopic,2015,12,55,France,14484,231346,9070,6496,29.9,7.3,1
4102,YouTube,Comedie,2019,4,16,Allemagne,6491,8715,330,47,45.6,5.5,0
4103,YouTube,Action,2021,3,9,Espagne,19969,517,40,1,88.7,6.1,0
4104,YouTube,Action,2017,7,12,Allemagne,66961,7014,473,14,47.4,9.5,0
4105,YouTube,SF,2015,5,38,USA,51009,295,35,2,53.7,5.9,0
4106,YouTube,Comedie,2019,12,4,Canada,1170809,5678,880,3,49.3,8.7,0
4107,YouTube,Horreur,2021,6,8,France,26917,1695,96,34,72.2,9.2,0
4108,YouTube,Romance,2018,1,39,USA,1121,377,7,0,69.3,6.0,0
4109,YouTube,Thriller,2017,2,11,UK,590438,365,57,15,52.5,6.9,0
4110,YouTube,Action,2016,1,6,Espagne,1916,1312357,296757,18942,55.6,5.8,1
4111,YouTube,SF,2021,5,4,USA,7195,3746,638,125,74.1,6.5,0
4112,YouTube,Comedie,2022,4,43,USA,37929,1012,29,28,79.0,7.5,0
4113,YouTube,Biopic,2021,11,23,France,50733,657,19,4,57.0,6.4,0
4114,YouTube,Drame,2019,11,19,USA,1223,9680,1003,52,91.4,7.1,0
4115,YouTube,SF,2021,2,39,France,4949,604,26,2,66.6,5.5,0
4116,YouTube,Action,2018,12,12,Allemagne,1139,193,25,1,74.4,5.2,0
4117,YouTube,Comedie,2015,8,32,France,76376,2748,331,8,86.6,6.0,0
4118,YouTube,Drame,2018,4,30,UK,234863,2697,183,61,72.8,6.7,0
4119,YouTube,Action,2021,5,41,France,1912,1050,161,4,58.2,8.5,0
4120,YouTube,Documentaire,2020,6,38,USA,161348,321,10,3,81.8,6.3,0
4121,YouTube,Biopic,2023,3,41,France,141712,1121,180,2,58.3,7.1,0
4122,YouTube,Biopic,2023,11,15,USA,5894,921,36,3,75.9,5.1,0
4123,YouTube,Drame,2017,1,10,USA,417,651,64,13,95.0,7.8,0
4124,YouTube,Documentaire,2015,1,33,UK,2585,5950,220,131,71.8,5.9,0
4125,YouTube,Romance,2017,4,6,Espagne,6697,778847,70695,19313,58.7,6.2,1
4126,YouTube,Action,2022,2,28,USA,480864,83234,6754,2466,56.0,6.6,1
4127,YouTube,Action,2022,1,38,USA,17385,382620,141592,37,76.3,5.7,1
4128,YouTube,Romance,2015,5,49,Allemagne,2940,721,56,1,84.4,4.9,0
4129,YouTube,SF,2016,5,40,France,29604,196166,42266,1145,85.1,7.2,1
4130,YouTube,Action,2020,2,59,Allemagne,1651,5261,560,54,54.1,7.9,0
4131,YouTube,Biopic,2020,10,34,Espagne,61616,35098,589,970,85.2,4.5,0
4132,YouTube,Documentaire,2023,11,28,Canada,3117,9360,2320,78,62.5,6.9,0
4133,YouTube,Romance,2021,9,17,USA,4167,1263,60,56,49.8,6.9,0
4134,YouTube,Biopic,2016,7,41,UK,46675,18011,476,22,45.3,6.0,0
4135,YouTube,Biopic,2015,12,49,USA,729757,10019,1075,112,60.2,6.0,0
4136,YouTube,Biopic,2020,5,21,USA,1786153,100,5,1,95.0,8.1,0
4137,YouTube,Drame,2019,6,7,Espagne,2752,2185,97,10,76.7,9.8,0
4138,YouTube,Horreur,2023,1,3,France,6679,26397,2197,654,71.9,8.5,0
4139,YouTube,Romance,2020,9,39,Canada,61763,5964,334,284,90.5,7.3,0
4140,YouTube,Documentaire,2019,2,40,USA,228108,9640,825,82,76.8,8.3,0
4141,YouTube,Horreur,2017,8,9,France,290,455,16,9,52.5,7.2,0
4142,YouTube,Comedie,2015,10,4,UK,26230,5656,217,35,68.3,5.5,0
4143,YouTube,SF,2022,3,40,Canada,8314,2342,183,22,76.1,7.1,0
4144,YouTube,Comedie,2022,8,25,USA,469,1792,271,12,80.5,4.5,0
4145,YouTube,Drame,2016,4,26,Canada,1518,545,2,7,65.9,5.4,0
4146,YouTube,SF,2021,5,17,USA,7075,29353,2369,39,56.3,7.9,0
4147,YouTube,Horreur,2018,7,43,Allemagne,24775,7070,651,78,73.6,6.2,0
4148,YouTube,Horreur,2018,3,45,UK,165413,5493,352,15,88.8,5.3,0
4149,YouTube,Thriller,2022,10,5,Canada,44743,502304,29562,388,75.9,5.6,1
4150,YouTube,Thriller,2022,5,8,France,146543,9744,1112,199,86.0,4.7,0
4151,YouTube,Romance,2016,6,34,USA,23235,59948,2667,949,90.4,7.0,0
4152,YouTube,Biopic,2017,10,37,Allemagne,5378,5897,670,26,38.2,5.9,0
4153,YouTube,Biopic,2022,3,11,France,15252,1232,80,2,75.7,6.1,0
4154,YouTube,Drame,2023,6,12,USA,88524,211,13,4,71.7,7.1,0
4155,YouTube,Comedie,2015,12,41,Canada,173706,5450,346,60,43.0,7.0,0
4156,YouTube,Documentaire,2022,5,28,UK,16387,100,9,0,75.0,4.7,0
4157,YouTube,Thriller,2019,2,9,Allemagne,3434,5890,229,89,91.6,4.8,0
4158,YouTube,Comedie,2020,4,37,UK,43101,6558,524,115,34.9,6.4,0
4159,YouTube,Action,2015,12,7,Espagne,57294,1730,148,15,40.8,7.5,0
4160,YouTube,SF,2021,10,16,USA,259221,2366,51,28,92.8,5.5,0
4161,YouTube,Thriller,2021,10,43,UK,5667,130,11,1,43.0,5.7,0
4162,YouTube,Romance,2020,4,15,Canada,5792,95226,7042,414,47.8,6.7,1
4163,YouTube,Drame,2022,11,6,UK,99939,1282,300,6,58.8,6.7,0
4164,YouTube,Documentaire,2023,5,57,France,9751,262,15,1,59.8,6.4,0
4165,YouTube,Animation,2022,10,15,USA,8960,11633,196,27,66.9,7.1,0
4166,YouTube,SF,2021,11,32,USA,270568,3931,169,17,67.4,5.1,0
4167,YouTube,Comedie,2023,3,50,Canada,1419,1217,21,5,63.8,8.8,0
4168,YouTube,Romance,2021,12,59,USA,1345674,934,43,8,71.6,6.1,0
4169,YouTube,Animation,2021,8,49,Canada,6468,2939,283,6,57.8,9.0,0
4170,YouTube,Thriller,2019,9,22,Canada,124673,86209,9016,1281,93.4,3.2,1
4171,YouTube,Drame,2021,10,51,France,17719,9641,491,92,49.4,4.0,0
4172,YouTube,Romance,2015,3,3,UK,37900,2735,500,30,62.8,6.4,0
4173,YouTube,Thriller,2019,9,21,USA,13022,25111,1927,369,56.4,8.0,0
4174,YouTube,SF,2018,3,14,France,122168,3193,16,63,78.6,6.9,0
4175,YouTube,Thriller,2023,4,33,USA,10996,8134,354,60,39.1,6.3,0
4176,YouTube,Thriller,2015,2,53,USA,7003,4349,102,2,40.9,6.9,0
4177,YouTube,Documentaire,2020,3,47,Canada,827929,13022,1253,103,61.7,6.5,0
4178,YouTube,SF,2016,12,59,USA,23359,982,178,17,11.9,9.4,0
4179,YouTube,SF,2022,4,10,France,5702,172,9,1,36.1,5.7,0
4180,YouTube,Animation,2022,5,45,USA,1118,28770,1239,0,86.7,8.4,0
4181,YouTube,Thriller,2017,6,44,Canada,919105,128324,24767,723,70.8,5.4,1
4182,YouTube,Comedie,2022,9,29,USA,7303,194,19,1,72.6,6.1,0
4183,YouTube,Horreur,2019,7,8,USA,1360926,4666,297,62,39.3,5.0,0
4184,YouTube,Action,2023,7,8,Allemagne,48908,970,111,6,84.4,7.8,0
